,title,class
566,watch leftist mitt romney john mccain marco rubio liberal medium attacked president trump defending,0
567,trump jr email suggest welcomed russian help clinton,1
568,oh irony nancy pelosi trump family concerned health video,0
569,watters world benghazi edition voter get dumb dumber video,0
570,north korea say icbm test used new launch vehicle showed successful warhead entry,1
571,trump discus safe zone syria jordan king white house,1
572,lack german government put euro zone integration plan hold,1
573,trump drive critic crazy eliminates obama czar pay female staffer men save taxpayer million,0
574,white back democrat prove obsession race one ridiculous photo,0
575,neither george bush voted trump book author tell new york time,1
576,u conduct missile defense test hawaii coast,1
577,obama make unprecedented move protect world trump detail,0
578,china push hong kong shirk duty enact contentious security law,1
579,honduran opposition candidate nasralla say longer anything politics u recognition hernandez victory,1
580,ellen degeneres told bigoted singer something gonna want hear tweet,0
581,l oreal sack transgender model comment white people,1
582,senate slap new sanction russia putting trump corner,1
583,unity baseball game unified democrat staffer mock pre game prayer show vulgar reaction trump unity speech video,0
584,china say respect mugabe decision resign,1
585,rachel maddow exposed worst case sleazy gop pulled yet video,0
586,scumbag get day jail trying murder woman refused sex,0
587,bombshell woman threatened hillary ready come forward sexual assault accusation perverted husband video,0
588,moral obligation obama visit lao vietnam apology tour pledge million,0
589,muslim brotherhood affiliate invited obama state union terror group also invited,0
590,late night host new york city utterly crucify ted cruz video,0
591,former secretary state drop massive shocker trump foreign policy despise,0
592,uk pm may confident parliament vote final brexit deal,1
593,officially wife hotter wife part election tweet,0
594,watch joy reid point trump ball bully target person,0
595,mooch say black kid welcome museum white kid,0
596,boiler room part duh wire tapped reality sale conspiracy theorist swag,0
597,wow alex jones release secretly recorded interview megyn kelly never done year never recorded another journalist knew fraud lie video,0
598,u general see change pakistan behavior despite trump tough line,1
599,blustery call trump pressured mexico border wall payment,1
600,democrat threaten kid education chicago teacher union demand raise chicago public school run money one week,0
601,protest group put giant sign crane next white house trump gonna lose mind image,0
602,watch hilarious video prof cnn even bother verify identity expert guest interview fake police chief,0
603,watch trump bash face nation interview face nation,0
604,factbox contender key job trump administration,1
605,harvey unlikely boost global property reinsurance rate moody,1
606,meeting egyptian foreign minister jared kushner canceled ministry,1
607,someone posted photo steve bannon giant face zit internet handle tweet,0
608,u envoy haley make emotional visit congo displaced camp,1
609,breaking demexit bernie sander leaf democrat party,0
610,ted cruz make stunning confession jimmy kimmel video,0
611,watch wife trump doc go batsh crazy cnn threatens call cop,0
612,ivanka trump get buried people calling letting dad kill woman healthcare,0
613,two day ago trump asked russia hack clinton today,0
614,exclusive donald trump jr hire n lawyer russia probe,1
615,cia inspector hillary endangered life former judge hillary prime candidate prosecution,0
616,breaking president trump make fbi pick one day comey testimony video,0
617,kellyanne conway embarrasses capitol hill meeting run away,0
618,fox news post incredibly misleading tweet defending session people losing mind tweet,0
619,spain push eu adopt restrictive measure venezuela,1
620,hamas asks abbas lift gaza sanction disbanding shadow government,1
621,puerto rico senate approves bill restructure utility prepa,1
622,pena nieto told trump mexico pay wall presidential spokesman,1
623,putin say doubt u strike north korea would destroy arsenal,1
624,colin powell say hillary lying private email server conversation recollection dinner conversation video,0
625,hillary clinton know deceitful dishonest bet know,0
626,watch hillary expose gop abortion secret second,0
627,sabo badass conservative artist america tucker carlson tonight want miss video,0
628,watch racist rapper hung white kid latest video get cold cocked stage,0
629,msnbc anchor embarrasses gop rep school constitution video,0
630,wow world top physicist democrat obama back wrong side war climate change follow money carbon far good harm,0
631,exclusive u backed raqqa battle end two month say senior sdf commander,1
632,trump administration helping scam university steal money student,0
633,albanian town back clinton bronze bust,1
634,poll show growing number republican think trump best option gop,0
635,white house call malaysian transparency wake fund scandal,1
636,unrecognizable major plastic surgery hollywood lib renee zellweger criticizes trump talking woman look video,0
637,obama organized race war exposed protestors reveal proof payment,0
638,flashback hillary raunchy actress discus desire see rock star penis look video,0
639,ellen degeneres allowed white house receive medal freedom tweet,0
640,bill bennett rip never trumpers voice reason video,0
641,kurdish government hold meeting baghdad eve independence vote,1
642,panama ex president facing political spying charge extradited u judge,1
643,meet brave republican woman supporting clinton boldest nevertrump move yet,0
644,shameful republican senate new scheme going hurt soldier wallet badly,0
645,u trial turkish banker legal ended turkish minister,1
646,iran rouhani say trump election effect tehran policy irna,1
647,hysterical video saturday night live cnn,0
648,japan emperor akihito likely abdicate end march asahi,1
649,tehran tom cotton insult u troop try spark war iran disgraceful interview video,0
650,gq magazine pen repulsive article brilliant neurosurgeon f ck ben carson,0
